,timestamp,donde_estas_trabajando,dedicacion,tipo_de_contrato,ultimo_salario_mensual_o_retiro_bruto_en_pesos_argentinos,ultimo_salario_mensual_o_retiro_neto_en_pesos_argentinos,pagos_en_dolares,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,recibis_algun_tipo_de_bono,a_que_esta_atado_el_bono,tuviste_actualizaciones_de_tus_ingresos_laborales_durante_2024,de_que_fue_el_ajuste_total_acumulado,en_que_mes_fue_el_ultimo_ajuste,como_consideras_que_estan_tus_ingresos_laborales_comparados_con_el_semestre_anterior,contas_con_beneficios_adicionales,que_tan_conforme_estas_con_tus_ingresos_laborales,estas_buscando_trabajo,trabajo_de,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,plataformas_que_utilizas_en_tu_puesto_actual,lenguajes_de_programacion_o_tecnologias_que_utilices_en_tu_puesto_actual,frameworksherramientas_y_librerias_que_utilices_en_tu_puesto_actual,bases_de_datos,qa_testing,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,si_trabajas_bajo_un_esquema_hibrido_cuantos_dias_a_la_semana_vas_a_la_oficina,en_los_ultimos_6_mesesse_aplico_alguna_politica_de_ajustes_salariales,en_los_ultimos_6_meseshubo_reduccion_de_personal,la_recomendas_como_un_buen_lugar_para_trabajar,que_tanto_estas_usando_copilotchatgpt_u_otras_herramientas_de_ia_para_tu_trabajo,salir_o_seguir_contestando,maximo_nivel_de_estudios,estado,carrera,institucion_educativa,salir_o_seguir_contestando_sobre_las_guardias,tenes_guardias,cuanto_cobras_por_guardia,aclara_el_numero_que_ingresaste_en_el_campo_anterior,salir_o_seguir_contestando_sobre_estudios,tengo_edad,genero,habias_respondido_nuestra_encuesta_en_ediciones_anteriores,cuales_consideras_que_son_las_mejores_empresas_de_it_para_trabajar_en_este_momento_en_tu_ciudad,sueldo_dolarizado,seniority
4759,5/29/2024 12:21:57,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1600000.0,1325000.0,,,No,No recibo bono,Más de tres,45.0,Abril,3,"Abono de celular, Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Viáticos",3,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,10,1,1,0.0,"Amazon Web Services, Docker, Google Cloud Platform, Linux, VMWare, Windows Server","Python, SQL","Django, Drupal, WordPress","MariaDB, Microsoft SQL Server, MySQL, SQLite",Ninguna de las anteriores,De 501 a 1000 personas,100% presencial,0,"Si, ajuste por inflación",No,7,3,Responder sobre guardias,Universitario,Completo,Licenciado en Periodismo,USAL - Universidad del Salvador,Terminar encuesta,"Sí, pasiva",15000.0,Neto,Responder sobre mis estudios,41,Hombre Cis,No,,False,Senior
4760,5/29/2024 12:23:42,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1272500.0,1158700.0,,,No,No recibo bono,Uno,10.0,Mayo,2,"Capacitaciones y/o cursos, Horarios flexibles",2,"No, pero escucho ofertas.",BI Analyst / Data Analyst,7,19,4,4.0,"Azure, VMWare, Windows Server",".NET, Python",".NET Core, React.js, WordPress","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, Oracle","Postman, TFS",De 201 a 500 personas,100% presencial,5,,No,5,2,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Psicología,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,42,Hombre Cis,No,,False,Senior
4761,5/29/2024 12:26:44,Tucumán,Full-Time,Staff (planta permanente),2200000.0,2000000.0,Cobro parte del salario en dólares,Oficial,No,No recibo bono,No,0.0,No tuve,2,"Abono de Internet, Clases de idiomas, Stock options / RSUs",2,"No, pero escucho ofertas.",QA / Tester,13,9,2,0.0,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,Más de 10000 personas,100% remoto,0,,No sé,4,0,Terminar encuesta,,,,,,,,,,41,Hombre Cis,Sí,,True,Senior
4762,5/29/2024 12:27:25,Ciudad Autónoma de Buenos Aires,Full-Time,Participación societaria en una cooperativa,1.0,1.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,"Horarios flexibles, Stock options / RSUs",3,"No, estoy muy conforme.",Architect,20,5,8,0.0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless","HTML, Javascript, TypeScript","Angular, Node.js, React.js",Amazon DynamoDB,Jest,De 11  a 50  personas,100% remoto,0,no,No,10,1,Terminar encuesta,,,,,,,,,,41,Hombre Cis,Sí,,True,Senior
4763,5/29/2024 12:37:42,Tierra del Fuego,Full-Time,Staff (planta permanente),1443339.0,1168444.0,,,No,No recibo bono,Más de tres,45.0,Abril,3,Vacaciones flexibles (adicionales a las reglamentarias),2,"No, pero escucho ofertas.",Developer,3,2,2,0.0,"Amazon Web Services, Docker, Linux","CSS, HTML, Javascript, PHP, SQL, TypeScript","Laravel, Next.js, Node.js, React.js, Vue.js","MariaDB, MySQL, PostgreSQL","PHPUnit, Postman",De 501 a 1000 personas,Híbrido (presencial y remoto),2,,No,6,0,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Sistemas,,Terminar encuesta,,,,,24,Hombre Cis,Sí,,False,Semi-Senior
4764,5/29/2024 12:39:08,Jujuy,Full-Time,Contractor,4500000.0,4500000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,Ninguna de las anteriores,3,"No, pero escucho ofertas.",Manager / Director,17,1,1,0.0,SAP,Ninguno de los anteriores,"SAP, SAP Hana",HANA,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,,No,7,0,Terminar encuesta,,,,,,,,,,41,Hombre Cis,Sí,GLOBANT,True,Senior
4765,5/29/2024 12:55:18,Chubut,Full-Time,Freelance,900000.0,750000.0,Mi sueldo está dolarizado (pero cobro en moneda local),980,No,No recibo bono,No,0.0,No tuve,3,"Horarios flexibles, Lactario en la oficina, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",Architect,1,0,0,2.0,"Azure, Docker, Linux","CSS, Go, HTML, PHP, SQL","Bootstrap, Laravel, Next.js","Microsoft Azure (Tables, CosmosDB, SQL, etc), MongoDB, Neo4j",Ninguna de las anteriores,De 2 a 10 personas,Híbrido (presencial y remoto),4,,No,9,5,Terminar encuesta,,,,,,,,,,30,Hombre Cis,Sí,,True,Junior
4766,5/29/2024 12:57:49,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),354000.0,300000.0,,,Menos de un sueldo,Performance individual,No,0.0,No tuve,1,Horarios flexibles,2,"No, pero escucho ofertas.",Developer,3,2,2,0.0,"Azure, Firebase",".NET, C#, Javascript",".NET Core, Next.js, React.js, Styled Components",Microsoft SQL Server,"Postman, Thunder Client",De 2 a 10 personas,Híbrido (presencial y remoto),1,"Si, en Noviembre del 2023 hubo un ajuste del 50%. Y para Junio hay otro ajuste prometido",No,0,2,Responder sobre mis estudios,Universitario,Incompleto,Ingenieria en Automatizacion y Control Industrial,UNQ - Universidad Nacional de Quilmes,Terminar encuesta,,,,,36,Hombre Cis,No,,False,Semi-Senior
4767,5/29/2024 12:59:27,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2600000.0,2200000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",Developer,2,1,1,0.0,"Amazon Web Services, Azure, Docker, Jenkins","HTML, Java","Spring, Maven","Microsoft Azure (Tables, CosmosDB, SQL, etc)","JUnit, Postman",De 501 a 1000 personas,100% remoto,0,,Sí,6,3,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Informática,ITBA Instituto Tecnológico de Buenos Aires,Terminar encuesta,,,,,24,Mujer Cis,No,"Mercado Libre, Google, Pedidos Ya ",True,Junior
4768,5/29/2024 13:07:10,San Juan,Part-Time,Freelance,400000.0,370000.0,Cobro todo el salario en dólares,,No,No recibo bono,Uno,30.0,Abril,4,Ninguna de las anteriores,3,"Sí, estoy buscando activamente.",Developer,0,0,0,0.0,Amazon Web Services,"CSS, HTML",WordPress,Ninguna de las anteriores,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,Se actualizó por desempeño,Sí,10,5,Responder sobre mis estudios,Universitario,Incompleto,Licenciatura en Sistemas,UNSL - Universidad Nacional de San Luis,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,36,Hombre Cis,Sí,Ninguna,True,Junior
4769,5/29/2024 13:23:11,Tierra del Fuego,Full-Time,Staff (planta permanente),3680000.0,2939000.0,,,Menos de un sueldo,Performance de la compañía,Más de tres,50.0,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Guardería o pago para cubrir costo de guardería",3,"No, estoy muy conforme.",Manager / Director,5,10,5,2.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft SQL Server, Oracle",Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),4,,No,0,2,Terminar encuesta,,,,,,,,,,41,Mujer Cis,Sí,,False,Semi-Senior
4770,5/29/2024 13:29:33,Santa Fe,Full-Time,Contractor,961200.0,961200.0,Mi sueldo está dolarizado (pero cobro en moneda local),890,No,No recibo bono,No,0.0,No tuve,1,Horarios flexibles,1,"Sí, estoy buscando activamente.",SysAdmin / DevOps / SRE,2,2,2,0.0,"Amazon Web Services, Docker, Linux",Python,Ninguno de los anteriores,"MongoDB, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,pasaron a todos a contractor,Sí,3,2,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,31,Hombre Cis,Sí,,True,Junior
4771,5/29/2024 13:37:16,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,2200000.0,,,No,No recibo bono,No,0.0,No tuve,2,Abono de Internet,2,"No, pero escucho ofertas.",Technical Leader,17,15,2,0.0,"Docker, Kubernetes, Linux, Microcontroladores, Windows Server",".NET, C#, CSS, HTML, Java, Javascript, SQL",".NET Core, Bootstrap, Hibernate, jQuery, Node.js, Vue.js","ElasticSearch, Microsoft SQL Server, MongoDB, MySQL, Oracle","Postman, SoapUI, Visual Studio Coded UI, Visual Studio 2019",De 101 a 200 personas,Híbrido (presencial y remoto),1,,Sí,8,1,Responder sobre mis estudios,Terciario,Completo,Tecnicatura Superior en Análisis Desarrollo y Programación de Aplicaciones,,Terminar encuesta,,,,,46,Hombre Cis,Sí,,False,Senior
4772,5/29/2024 13:39:12,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1200000.0,1000000.0,,,No,No recibo bono,Uno,20.0,Mayo,2,Descuento en gimnasios / Clases de gimnasia online,3,"No, pero escucho ofertas.",Developer,2,2,0,0.0,Ninguna de las anteriores,Javascript,Node.js,Sybase,"Cypress, Jest",Más de 10000 personas,100% remoto,0,,No sé,5,2,Terminar encuesta,,,,,,,,,,24,Hombre Cis,No,"MeLi, MODO, RedBee",False,Junior
4773,5/29/2024 13:51:32,Mendoza,Full-Time,Staff (planta permanente),2750000.0,2300000.0,,,No,No recibo bono,Más de tres,65.0,Mayo,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Sueldo dividido en dos pagos por mes",4,"No, estoy muy conforme.",Manager / Director,3,3,2,8.0,"Amazon Web Services, Azure, Docker, Kubernetes, Windows Server",".NET, C++, C#, Java, Javascript, SQL","Node.js, React.js","Microsoft SQL Server, MongoDB, MySQL","Appium, Cypress, Postman, Selenium",De 101 a 200 personas,Híbrido (presencial y remoto),2,"Si, casi IPC en todos los casos ",Sí,10,4,Terminar encuesta,,,,,,,,,,39,Hombre Cis,Sí,,False,Semi-Senior
4774,5/29/2024 13:54:04,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2900.0,2815.0,Cobro todo el salario en dólares,1200,No,No recibo bono,Uno,10.0,Abril,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",Manager / Director,10,1,1,2.0,Amazon Web Services,"Python, SQL",Ninguno de los anteriores,"Amazon RDS/Aurora, PostgreSQL",Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),3,,No,7,5,Terminar encuesta,,,,,,,,,,33,Hombre Cis,Sí,,True,Senior
4775,5/29/2024 14:16:11,Chaco,Full-Time,Staff (planta permanente),1054993.0,884475.0,,,No,No recibo bono,Dos,44.0,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",Developer,10,3,1,0.0,"VMWare, Windows Server",".NET, C#, VBA",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,"ABRIL: 25% incremento (sobre base MARZO) a abonarse en mayo 2024
 

MAYO: 8% incremento (sobre base ABRIL) a abonarse en junio 2024
 

JUNIO: 5% incremento (sobre base MAYO) a abonarse en JULIO 2024 y además este mes se incrementará el 100% el Beneficio de Asignación Excepcional Transitoria pasando a ser $50.000 (cincuenta mil pesos)",Sí,10,5,Terminar encuesta,,,,,,,,,,42,Hombre Cis,Sí,,False,Senior
4776,5/29/2024 14:33:11,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1900000.0,2175000.0,,,No,No recibo bono,Uno,40.0,Febrero,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",Developer,15,4,4,0.0,"Docker, Firebase","CSS, HTML, Javascript, PHP","Angular, Bootstrap, Cordova, jQuery, Laravel, Next.js, Node.js, React.js, Torch, Vue.js","MySQL, SQLite",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,de aumentos semestrales a aumentos trimestrales,Sí,9,2,Terminar encuesta,,,,,,,,,,41,Hombre Cis,Sí,,False,Senior
4777,5/29/2024 14:33:50,Buenos Aires,Full-Time,Staff (planta permanente),1455000.0,1220000.0,,,No,No recibo bono,Más de tres,60.0,Mayo,3,"Abono de Internet, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",Developer,12,10,3,0.0,Ninguna de las anteriores,"CSS, HTML, Javascript, TypeScript","Angular, React.js, WordPress",Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),0,,No sé,8,1,Responder sobre mis estudios,Universitario,Completo,Diseño Gráfico,UNLP - Universidad Nacional de La Plata,Terminar encuesta,,,,,38,Mujer Cis,Sí,,False,Senior
4778,5/29/2024 14:43:50,Mendoza,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1473000.0,1223000.0,,,No,No recibo bono,Dos,80.0,Abril,4,"Abono de Internet, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",3,"No, pero escucho ofertas.",Data Engineer,2,2,2,0.0,Azure,"Python, SQL",Spark,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,4 ajustes anuales por inflación + 2 revisión de puesto,No sé,10,4,Terminar encuesta,,,,,,,,,,28,Hombre Cis,Sí,,False,Junior
4779,5/29/2024 14:55:16,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1222000.0,1033899.0,,,No,No recibo bono,Dos,59.0,Abril,3,"Abono de Internet, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",4,"No, pero escucho ofertas.",QA / Tester,2,1,1,0.0,"Kubernetes, Linux, Selenium",Java,Selenium ,"ElasticSearch, MongoDB","Cucumber, Lippia, Postman",De 51 a 100 personas,Híbrido (presencial y remoto),1,Si,No,8,1,Responder sobre mis estudios,Terciario,En curso,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,33,Hombre Cis,Sí,,False,Junior
4780,5/29/2024 14:56:41,Tucumán,Full-Time,Contractor,4670600.0,4200000.0,Cobro todo el salario en dólares,,Menos de un sueldo,Mix de las anteriores,No,0.0,No tuve,2,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,6,2,2,0.0,Amazon Web Services,"Javascript, TypeScript",Node.js,"Amazon RDS/Aurora, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,"No, por la recesión de USA a la compañía no le fue como esperaba",Sí,7,4,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,29,Hombre Cis,Sí,Cualquiera de USA que contrate de forma directa,True,Senior
4781,5/29/2024 14:59:44,Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1814000.0,1505000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,Tres,123.0,Mayo,2,"Abono de Internet, Clases de idiomas",2,"No, pero escucho ofertas.",Developer,4,4,2,0.0,Ninguna de las anteriores,"Java, SQL",Ninguno de los anteriores,"Oracle, Teradata","Postman, SoapUI",De 51 a 100 personas,100% remoto,0,,No sé,2,3,Terminar encuesta,,,,,,,,,,33,Mujer Cis,Sí,,True,Semi-Senior
4782,5/29/2024 15:00:21,Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,1400000.0,3500000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1200,No,No recibo bono,Uno,20.0,Marzo,3,Ninguna de las anteriores,3,"No, estoy muy conforme.",Fontanero ,20,20,20,0.0,Ninguna de las anteriores,Arduino,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,1 (solamente yo),Híbrido (presencial y remoto),5,,No,10,1,Terminar encuesta,,,,,,,,,,60,Hombre Cis,No,,True,Senior
4783,5/29/2024 15:00:52,Entre Ríos,Full-Time,Staff (planta permanente),3693393.0,2638241.0,Cobro todo el salario en dólares,,De uno a tres sueldos,Fijo,No,0.0,No tuve,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Horarios flexibles, Viáticos",4,"No, estoy muy conforme.",SysAdmin / DevOps / SRE,25,20,20,0.0,Linux,"Bash/Shell, C, Go, Javascript, Perl, PHP, Python, Ruby, Rust","Django, Drupal, jQuery, Rails","MySQL, PostgreSQL, SQLite",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),3,,No,10,0,Responder sobre mis estudios,Doctorado,En curso,Ingeniería en Computación,,Responder sobre guardias,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,48,Hombre Cis,No,,True,Senior
4784,5/29/2024 15:02:28,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),780000.0,1000000.0,,,No,No recibo bono,Uno,10.0,Febrero,2,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",SysAdmin / DevOps / SRE,5,2,2,0.0,"Docker, Linux, VMWare, Windows Server","Bash/Shell, Groovy, Java, Javascript, github, actions, yml, json",Node.js,"Oracle, PostgreSQL",Visual Studio Coded UI,De 501 a 1000 personas,Híbrido (presencial y remoto),1,,No,8,4,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,,Terminar encuesta,,,,,40,Hombre Cis,Sí,,False,Semi-Senior
4785,5/29/2024 15:07:42,Mendoza,Full-Time,Contractor,840000.0,800000.0,Cobro todo el salario en dólares,1200,No,No recibo bono,No,0.0,No tuve,4,PC,3,"No, pero escucho ofertas.",Developer,0,0,0,0.0,"Amazon Web Services, Docker","CSS, HTML, Javascript, PHP, SQL","Bootstrap, CodeIgniter",MySQL,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),2,,No,8,4,Responder sobre mis estudios,Terciario,En curso,Tecnicatura Superior en Programación,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,Terminar encuesta,,,,,22,Hombre Cis,No,"Pedidos Ya, Mercado Libre, Globant, Accenture",True,Junior
4786,5/29/2024 15:13:27,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3270000.0,2500000.0,Cobro todo el salario en dólares,887,Un sueldo,Mix de las anteriores,Uno,2.0,Abril,1,"Descuento en gimnasios / Clases de gimnasia online, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Manager / Director,3,9,3,4.0,Ninguna de las anteriores,"Python, R, SQL",Ninguno de los anteriores,MySQL,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),0,2% flat,Sí,6,3,Terminar encuesta,,,,,,,,,,41,Hombre Cis,Sí,,True,Semi-Senior
4787,5/29/2024 15:14:01,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6000000.0,4414000.0,,,Un sueldo,Performance individual,Dos,129.0,Abril,4,"Abono de Internet, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Architect,24,3,3,8.0,"Azure, Windows Server",".NET, C#, CSS, HTML, Javascript, SQL",".NET Core, Hibernate, jQuery","Microsoft SQL Server, SQLite","NUnit, Postman",De 101 a 200 personas,100% remoto,0,Ajuste trimestral por IPC,No,10,1,Responder sobre mis estudios,Secundario,Completo,,,Terminar encuesta,,,,,48,Hombre Cis,No,,False,Senior
4788,5/29/2024 15:25:23,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),988000.0,800000.0,Cobro parte del salario en dólares,1116,Menos de un sueldo,Performance individual,Tres,16.0,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",QA / Tester,3,3,1,0.0,Windows Server,Python,Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,no,Sí,6,5,Terminar encuesta,,,,,,,,,,36,Mujer Cis,Sí,"Cognizant, Acenture, Google",True,Semi-Senior
4789,5/29/2024 15:34:49,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),7500000.0,7000000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,3+ sueldos,Performance de la compañía,Tres,30.0,Abril,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Architect,22,0,15,0.0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Linux, Serverless","HTML, Javascript, TypeScript","Next.js, Node.js, React.js","Amazon DynamoDB, MongoDB, PostgreSQL, Redis",Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,siempre,No,10,5,Terminar encuesta,,,,,,,,,,40,Hombre Cis,Sí,NaranajaX,True,Senior
4790,5/29/2024 15:46:35,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1699251.08,1410379.0,Mi sueldo está dolarizado (pero cobro en moneda local),878.62,No,No recibo bono,No,0.0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Stock options / RSUs",3,"No, pero escucho ofertas.",Developer,8,3,3,0.0,Ninguna de las anteriores,"CSS, HTML, Javascript, TypeScript","Angular, Bootstrap, Flutter, jQuery, React.js",Ninguna de las anteriores,"Cucumber, Cypress, Jest, JUnit",Más de 10000 personas,100% remoto,0,,No sé,9,1,Terminar encuesta,,,,,,,,,,30,Hombre Cis,Sí,,True,Senior
4791,5/29/2024 15:59:08,Santa Fe,Full-Time,Staff (planta permanente),1400000.0,1250000.0,,,De uno a tres sueldos,Performance de la compañía,Más de tres,40.0,Abril,1,prepaga para grupo familiar,2,"No, pero escucho ofertas.",Business Analyst,3,2,2,0.0,"Microstrategy, SQL Server, SSIS","Python, SQL",Ninguno de los anteriores,Microsoft SQL Server,"Postman, Visual Studio Coded UI",De 2001a 5000 personas,100% remoto,0,,No,9,3,Terminar encuesta,,,,,,,,,,36,Hombre Cis,Sí,,False,Semi-Senior
4792,5/29/2024 16:05:17,Córdoba,Full-Time,Staff (planta permanente),8500000.0,5500000.0,,,3+ sueldos,Performance de la compañía,Más de tres,85.0,Mayo,4,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",Manager / Director,13,5,3,45.0,"Amazon Web Services, Azure, Docker, Kubernetes, Serverless","Java, Javascript, Kotlin, Swift",Spring,"Amazon DynamoDB, Oracle",..,De 2001a 5000 personas,100% remoto,0,si,No,10,2,Terminar encuesta,,,,,,,,,,35,Hombre Cis,Sí,naranjax,False,Senior
4793,5/29/2024 16:18:55,Corrientes,Full-Time,Staff (planta permanente),1250000.0,1100000.0,,,No,No recibo bono,Tres,30.0,Abril,4,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",SysAdmin / DevOps / SRE,24,2,2,0.0,"Docker, Kubernetes, Linux, VMWare, Windows Server","Bash/Shell, Java, PHP",WordPress,"ElasticSearch, MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),3,,No,7,5,Terminar encuesta,,,,,,,,,,45,Hombre Cis,Sí,,False,Senior
4794,5/29/2024 16:25:01,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1326000.0,1130000.0,,,No,No recibo bono,Uno,45.0,Febrero,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",2,"No, pero escucho ofertas.",QA / Tester,18,13,4,5.0,Windows Server,Salesforce,Ninguno de los anteriores,SOQL,"Appium, ALM (Application Lifecycle Management)",De 501 a 1000 personas,Híbrido (presencial y remoto),1,Si.,No sé,7,1,Responder sobre mis estudios,Universitario,Completo,Técnico en Programación + Técnico Sup en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,No,0.0,Neto,Terminar encuesta,48,Mujer Cis,Sí,.,False,Senior
4795,5/29/2024 16:26:46,Córdoba,Full-Time,Staff (planta permanente),910000.0,900000.0,Cobro parte del salario en dólares,890,No,No recibo bono,Dos,60.0,Marzo,2,"Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",Developer,4,3,4,0.0,Amazon Web Services,"CSS, HTML, TypeScript",React.js,Ninguna de las anteriores,"Cypress, Jest",De 2001a 5000 personas,100% remoto,0,Luego de la devaluación compensaron.,No sé,4,5,Terminar encuesta,,,,,,,,,,22,Hombre Cis,Sí,,True,Semi-Senior
